answer,subject,choice_3,choice_2,choice_1,choice_0,question
0,moral_disputes,مندرجہ بالا میں سے کوئی بھی نہیں؛ Dershowitz کے خیال میں تشدد ہر صورت میں غلط ہے۔,شکار کو پانی میں ڈبونا تاکہ اسے ایسا محسوس ہو جیسے وہ ڈوب رہا ہو۔,غیر مہلک سطح پر برقی جھٹکا,ایک جراثیم سے پاک سوئی شکار کے ناخنوں کے نیچے پھینکنا,مندرجہ ذیل میں سے کون سا اذیت کا طریقہ ہے جس کے بارے میں Dershowitz کے خیال میں ان صورتوں میں مناسب ہے جہاں تشدد جائز ہے؟
1,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,خودکشی میں مدد کی۔,مرنے دینا.,قتل,سمتھ اور جونز کے ساتھ ریچلز کے فکری تجربے میں، جونز کا عمل (یعنی اس کا بچے کو دیکھنا، جو حادثاتی طور پر پھسل گیا، ٹب میں ڈوب گیا) اس کی ایک مثال سمجھا جاتا ہے۔
2,moral_disputes,دوسروں کے آزادانہ انتخاب میں مداخلت نہ کرنے کا فرض۔,ہماری گہری اقدار کی بنیاد پر زندگی کے اہم فیصلے کرنے کی صلاحیت۔,اپنی زندگی کو ختم کرنے کا انتخاب کرنے کی صلاحیت۔,تکلیف سے آزاد رہتے ہوئے عمل کرنے اور انتخاب کرنے کی صلاحیت۔,گل کے مطابق، خود مختاری کی اخلاقی قدر زیادہ تر پر مشتمل ہوتی ہے۔
1,moral_disputes,اوپر کا سارا,ظاہر کریں کہ برے ارادے ہمیشہ نقصان دہ سلسلے کی ابتدا میں شامل ہوتے ہیں۔,ایک نقصان دہ ترتیب کو جاری رکھنے کی اجازت دینے کے ساتھ ایک نقصان دہ ترتیب کی ابتدا,برے ارادوں کو نیک نیتوں سے موازنہ کرنا۔,فوٹس ریسکیو I اور ریسکیو II کیسز کا مقصد ہے۔
1,moral_disputes,کنفیوشس ماڈل دراصل جبر کو قبول کرتا ہے۔,یہ حقیقی سماجی تبدیلی کا باعث نہیں بن سکتا، جس میں ذہن اور عمل کی تبدیلیاں شامل ہوتی ہیں۔,یہ دوسروں کے علاوہ افراد کی خودمختاری کی تصدیق کرتا ہے۔,اجتماعی کارروائی کے مسئلے کو ختم کرنے کے اخراجات اس کے حل سے غیر متعلق نہیں ہیں۔,گیرٹ ہارڈن کے نقطہ نظر کے برعکس، کنفیوشس ماڈل جبر کو مسترد کرتا ہے کیونکہ
0,moral_disputes,ایک مریض کو تکلیف دہ طریقہ کار سے گزرنے کی ترغیب دے کر,مریض کے خود ارادیت کے مواقع کو ختم کرکے,خود ارادیت کے لیے مریض کی صلاحیت کو ختم کرکے,مریض پر بوجھ ڈال کر اس کے مسلسل وجود کا جواز پیش کرنا,ویلمین کا خیال ہے کہ یوتھناسیا کا آپشن کچھ مریضوں کو نقصان پہنچا سکتا ہے۔ اس کے خیال میں سب سے اہم طریقہ کیا ہے جس میں ایسا ہو سکتا ہے؟
0,moral_disputes,نسائی تحفظات,وجودی تحفظات,نتیجہ خیز خیالات,کانتین تحفظات۔,Velleman کا خیال ہے کہ یوتھنیسیا کی بنیاد پر جائز قرار دیا جا سکتا ہے۔
1,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,نیم-,بالواسطہ,براہ راست,کیروتھرز کا استدلال ہے کہ، معاہدہ کی بنیاد پر، غیر انسانی جانوروں کو درج ذیل میں سے کس قسم کی اخلاقی حیثیت دی جا سکتی ہے؟
2,moral_disputes,ہمیں قیمتی خصلتوں کی نشوونما کو ہمیشہ موقع پر چھوڑ دینا چاہیے۔,سامان کی اقسام کے بارے میں زیادہ تر لوگوں کا تصور محدود ہے۔,فطرت کو ذاتی پسند سے زیادہ عزت دی جانی چاہئے۔,جینیاتی اضافہ ہمیشہ اخلاقی طور پر جائز ہے۔,"""تخیل کی کمی"" دلیل کا ایک احاطہ جس پر کام بحث کرتا ہے وہ یہ ہے۔"
1,moral_disputes,مستقل طور پر,تاریخی طور پر,کم از کم,زیادہ تر,"جان رالز کے تجویز کردہ نظریہ انصاف کے مطابق، اسٹیفن میسیڈو کا استدلال ہے، ""ہمیں اپنے ساتھی شہریوں کے درمیان _____ خوشحالی کے نقطہ نظر سے پالیسیوں کے جواز پر غور کرنا چاہیے۔"""
2,moral_disputes,غیر مؤثریت کا فرض,ہمارے قدرتی ماحول کی حفاظت کا فرض,دوسروں کو نقصان نہ پہنچانا فرض ہے۔,وعدے نبھانے کا فرض,مندرجہ ذیل میں سے کون سی اولین ڈیوٹی نہیں ہے جس پر راس بحث کرتا ہے؟
3,moral_disputes,ساتھی,موٹاپا,جسمانی کمزوری,اندھا پن,مندرجہ ذیل میں سے کون سی کردار کی خرابی کی مثال ہے؟
3,moral_disputes,اوپر کا سارا,فاتح یہ نہیں جانتا کہ اجتماعی زندگی میں کیا اور کون بے کار ہے۔,فاتح یہ نہیں جانتا کہ کمیونٹی کے اندر کیا اور کون قیمتی ہے۔,فاتح سمجھ نہیں پاتا کہ فتح شدہ کمیونٹی کو کیا چیز ٹک کرتی ہے۔,"لیوپولڈ کا دعویٰ ہے کہ تاریخ نے دکھایا ہے کہ ""فاتح کردار بالآخر خود کو شکست دینے والا ہوتا ہے۔"" یہ خود کو شکست دینے والا ہے، اس خیال میں، کیونکہ"
1,moral_disputes,مساوات ایک مارکسی نظریہ ہے۔,امیگریشن کم آمدنی والے امریکیوں کے لیے نقصان دہ ہے۔,انجمن کی آزادی کا مطلب یہ ہے کہ ایک جائز ریاست کو اپنی سرزمین سے کسی کو خارج کرنے کا فرضی حق حاصل ہے۔,ہمیں انجمن کی آزادی کا مکمل حق حاصل ہے (یعنی جس کا وزن کسی اور چیز سے نہیں ہو سکتا)۔,"ویلمین کی دلیل پر سارہ فائن کی ""اندرونی تنقید"" ان کے اس دعوے کو نشانہ بناتی ہے کہ"
3,moral_disputes,بعض اوقات کسی دوائی کے اثرات اس بات کا براہ راست نتیجہ ہوتے ہیں جس کی کوئی دوا سے توقع کرتا ہے۔,منشیات کی لت جیسی کوئی چیز نہیں ہے۔,"وہ صارفین جو ""سخت"" منشیات کے عادی ہونے کی توقع نہیں رکھتے ہیں وہ تقریبا ہمیشہ ایسا کرتے ہیں۔",منشیات کے اثرات فطری طور پر حیاتیاتی ہوتے ہیں اور توقعات اور دیگر نفسیاتی عوامل سے بالکل متاثر نہیں ہوتے۔,شاپیرو اس بات کو ظاہر کرنے کے لیے منشیات کے استعمال کے تجربے میں توقعات کے کردار کے بارے میں تجربات پر بحث کرتا ہے۔
3,moral_disputes,افادیت پسندی پر عمل کریں۔,حکمرانی افادیت پسندی,اصول پر مبنی ہیڈونزم,ایکٹ پر مبنی ڈیونٹولوجی,Dershowitz کے خیال میں کس قسم کا نتیجہ خیز نظریہ بعض انتہائی مخصوص معاملات میں دہشت گردی کو جواز بنا سکتا ہے؟
2,moral_disputes,ہمیں اس خیال کے ساتھ چلنے کی ضرورت ہے کیونکہ ہمیں غریب لوگوں کو سزا نہیں دینی چاہیے جو ہنگامی حالت میں پکڑے جاتے ہیں۔,یہ عام لوگوں کے المیے سے مشروط ہوگا۔,صرف امیر ممالک کی کچھ اخلاقی ذمہ داری ہے کہ وہ عالمی فوڈ بینکوں میں رقم جمع کریں۔,اگر تجویز کو عملی جامہ پہنانا ہے تو، آپریشن کو مستقل طور پر کیا جانا چاہیے۔,اس تجویز پر کہ ہمیں ضرورت مندوں کی مدد کے لیے عالمی فوڈ بینک قائم کرنے کی ضرورت ہے، ہارڈن کہے گا۔
2,moral_disputes,اوپر کا سارا,اخلاقی حق ایک قسم کا دعویٰ ہے جو اس حقیقت سے درست ثابت ہوتا ہے کہ اس کی پہچان مجموعی بہبود کو زیادہ سے زیادہ بنانے میں معاون ثابت ہوگی۔,اخلاقی حق ایک قسم کا دعویٰ ہے جو اس حقیقت سے درست ثابت ہوتا ہے کہ اس کی پہچان مجموعی فلاح و بہبود کو کم نہیں کرے گی۔,کوئی اخلاقی حقوق نہیں ہیں؛ صرف افادیت ہے.,ایک افادیت پسند جو حقوق کو تسلیم کرتا ہے وہ یہ دعوی کرکے افادیت کی بنیاد پر حقوق کی وضاحت کرنے کی کوشش کرے گا۔
2,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,ایک لاٹری سسٹم کا استعمال کرتے ہوئے تاکہ ہر کسی کو جینیاتی انجینئرنگ کے فوائد کا مناسب موقع ملے,ہر نوزائیدہ بچے کے لیے جینیاتی انجینئرنگ کی ضرورت ہوتی ہے۔,ایک عالمی فوج بنانا جو پابندی کو زیادہ طاقت کے ساتھ نافذ کرے گی۔,"اگر عالمی پابندی جینیٹک انجینئرنگ کی ممانعت کے لیے کارگر ثابت نہیں ہوگی جو واضح نقائص کو ختم کرنے سے آگے بڑھے، تو سنگر تجویز کرتا ہے کہ کون سی ""دلیرانہ"" حکمت عملی ہے؟"
0,moral_disputes,تعریف کے مطابق، نتیجہ خیز نظریات درد کا ذکر نہیں کرتے ہیں۔,قاعدہ نتیجہ پرستی,کمال پسند نتیجہ پرستی,hedonistic افادیت پسندی,مندرجہ ذیل میں سے کون سا نتیجہ خیز نظریہ ہے جو اس عمل سے پیدا ہونے والے خوشی (یا درد کی کمی) کے خالص توازن کے لحاظ سے صحیح عمل کی وضاحت کرتا ہے؟
1,moral_disputes,قتل کے کچھ معاملات میں سزائے موت اخلاقی طور پر جائز ہو سکتی ہے۔,سزا جرم کے مطابق ہونی چاہیے۔,مخصوص سزائیں ان کی پیدا کردہ مجموعی داخلی قدر کی بنیاد پر جائز قرار دی جاتی ہیں۔,ظالم سزا کے مستحق ہیں.,سزا کا انتقامی نظریہ اس کا دعویٰ نہیں کرتا
1,moral_disputes,موروثی یا داخلی قدر۔,رشتہ دار اخلاقی حیثیت,بالواسطہ اخلاقی حیثیت,براہ راست اخلاقی موقف.,مریم کا لیپ ٹاپ اخلاقی لحاظ سے صرف اس لیے قابل ہے کہ وہ اس کی مالک ہے اور اس کی پرواہ کرتی ہے۔ اس طرح، مریم کے لیپ ٹاپ ہے
1,moral_disputes,محبت اور معافی جیسے فرد کے اندرونی سامان کے مظہر کے طور پر دیکھ بھال کرنے والے اعمال کی غیر آلہ کار قدر۔,وہ ڈگری جس تک وہ اعمال دیکھ بھال کے وصول کنندہ میں خوشی کی سب سے بڑی مقدار پیدا کرتے ہیں۔,کوئی بھی دیکھ بھال کرنے والا عمل وصول کنندہ کے مفادات اور وصول کنندہ کے مفاد کو پورا کرنے کے ارادے کی طاقت کو کس حد تک پورا کرتا ہے۔,دیکھ بھال کرنے والے رویوں کی اندرونی قدر جو دیکھ بھال کرنے والے اعمال کی حوصلہ افزائی کرتی ہے۔,کولنز بتاتے ہیں کہ دیکھ بھال کرنے والے اعمال کی اخلاقی قدر آتی ہے۔
2,moral_disputes,نہ اے نہ بی,A اور B دونوں,جسم فروشی میں مشغول,ہمارا ایک دانت بیچ دو۔,کانٹ کی انسانیت کے لیے کلیدی ضرورت کی تشکیل اسے ہمارے لیے جائز نہیں بناتی، وہ دلیل دیتا ہے،
2,moral_disputes,انسانی علاج.,رازداری,احترام,زندگی,ناتھنسن کے مطابق، قتل کرنے والے مجرم اپنے حق سے محروم ہو جاتے ہیں۔
0,moral_disputes,کہ مجرموں کو عام طور پر سزائے موت ملنے کے موقع سے خوفزدہ نہیں کیا جاتا ہے۔,کہ مجرموں کو پہلے ہی موت کے خطرے کا سامنا ہے۔,کہ سزائے موت عمر قید سے بہتر رکاوٹ ہے۔,قتل کی غلطی.,ریمن کا مشورہ ہے کہ مجرموں کو پھانسی دینے سے انکار سکھاتا ہے۔
2,moral_disputes,منشیات کے قوانین غیر قانونی منشیات تک رسائی میں اضافہ کرتے ہیں۔,منشیات کے قوانین غیر قانونی منشیات تک رسائی کو کم کرتے ہیں۔,منشیات کے قوانین کا غیر قانونی منشیات تک رسائی پر کوئی اثر نہیں ہوتا ہے۔,کنٹرول شدہ استعمال نمایاں ہے۔,شاپیرو کے مطابق، معیاری نظریہ کو یہ دلیل دے کر کنٹرولڈ استعمال کی اہمیت کی وضاحت کرنی ہوگی۔
1,moral_disputes,ہمارے پاس کلون نہ کرنے کی اچھی وجہ ہے۔,کلوننگ کی اجازت بچے کی پرورش کے لیے والدین کے ارادے پر منحصر ہے۔,تولیدی کلوننگ میں، ایک بچے کے مستقبل پر اپنی مرضی مسلط کرنے کی کوشش کرتا ہے۔,کلوننگ فطری طور پر اخلاقی طور پر غلط ہے۔,مندرجہ ذیل میں سے کون کاس کی استبداد کی دلیل کی بنیاد ہے؟
